utterance_id,emotion,transcript
Ses03F_script01_1_M047,neu,"Now, where do I find it?"
Ses03F_script01_1_M048,neu,Yes. On this I would.
Ses03F_script01_1_M049,neu,Then help me stay here.
Ses03F_script01_1_M050,neu,Okay. Just-
Ses03F_script01_1_M052,neu,I am thinking like that.
Ses03F_script01_1_M053,neu,"No, you don't. I'm a pretty tough guy."
Ses03F_script02_2_F000,neu,About what?
Ses03F_script02_2_F005,ang,"Augie, Goddamn it, don't ask me that. You always ask me that. Why do you ask me that? I hate it. It's insulting."
Ses03F_script02_2_F012,ang,Like I feel like my whole life I've been just standing on this beach with my hands clasped waiting for these fish to show up and these fish never show up.
Ses03F_script02_2_F016,sad,Do you remember the last time we came here?
Ses03F_script02_2_F017,sad,We thought I was pregnant.
Ses03F_script02_2_F018,sad,You brought a bottle of champagne.
Ses03F_script02_2_F019,hap,We took off our shoes and we danced barefoot in the sand. Under the moon.
Ses03F_script02_2_F020,hap,And you whispered so intimately in my ear so I could feel your words.
Ses03F_script02_2_F021,hap,"Oh, that moment-that was it."
Ses03F_script02_2_F022,sad,"I told myself finally, this is how happy I'm supposed to be."
Ses03F_script02_2_F023,hap,Dancing barefoot in the sand. Drinking out of a bottle of champagne.
Ses03F_script02_2_F024,sad,I don't want to remember something.
Ses03F_script02_2_F025,sad,Hope for some things.
Ses03F_script02_2_F026,sad,No.
Ses03F_script02_2_F027,sad,No.
Ses03F_script02_2_F028,sad,"No, no."
Ses03F_script02_2_F031,ang,No.
Ses03F_script02_2_F035,ang,"No, it's not. It's standing on the beach waiting and fighting."
Ses03F_script02_2_F036,sad,Things have never turned out anything the way that I thought they would be.
Ses03F_script02_2_F038,sad,it's not something else. Do you know what I'm trying to say?
Ses03F_script02_2_F039,sad,"I know you are, Augie, and I know you wanted this evening to be nice, but I can't help thinking of being somewhere else."
Ses03F_script02_2_F040,sad,I didn't say that.
Ses03F_script02_2_F043,hap,"Well, I guess we're just in the wrong spart-spot with the right person."
Ses03F_script02_2_F044,hap,I noticed that. It's beautiful.
Ses03F_script02_2_F045,hap,You can see right over the water.
Ses03F_script02_2_F048,hap,At least we won't need glasses.
Ses03F_script02_2_F050,hap,Maybe this is the right place after all.
Ses03F_script02_2_F051,sad,"I'm sorry, Augie."
Ses03F_script02_2_M001,neu,About what I was just saying.
Ses03F_script02_2_M005,neu,"Carla, can I ask you something? Don't take this wrong, but are you having your period?"
Ses03F_script02_2_M008,neu,We're not seeing the grunions?
Ses03F_script02_2_M016,neu,Wait a minute. I got it.
Ses03F_script02_2_M026,ang,"A-a back rub, some ice cream, a suicide pact. What the hell do you want, Carla?"
Ses03F_script02_2_M038,hap,"Actually now that you mention it, no, I don't."
Ses03F_script02_2_M039,hap,"Seemed like a pretty good spot to me. I mean, look at the view of the moon we've got from here."
Ses03F_script02_2_M040,hap,Look what we got here.
Ses03F_script02_2_M041,hap,It's not champagne.
Ses03F_script02_2_M042,neu,Are you still cold? Do you want to go home?
Ses03F_script02_2_M043,neu,Shh.
Ses03F_script02_2_M044,hap,If we're very quiet the fish might come.
Ses03F_script02_2_M045,hap,Or not.
Ses03F_script02_1_F000,sad,Fine.
Ses03F_script02_1_F003,ang,"I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?"
Ses03F_script02_1_F010,sad,Not particularly.
Ses03F_script02_1_F011,sad,I don't know. I just don't.
Ses03F_script02_1_F012,ang,Pass up what? A bunch of fish. They swim up to the beach and they flop around and they swim away and then they die.
Ses03F_script02_1_M017,neu,Do you want my jacket?
Ses03F_script02_1_M019,neu,Right.
Ses03F_script02_1_M020,neu,"Yeah, that's my point too."
Ses03F_script02_1_M022,neu,"I mean, don't you want to see it?"
Ses03F_script02_1_M023,neu,Why not?
Ses03F_script02_1_M044,neu,About what I just said.
Ses03M_impro01_F000,neu,Is that a demand sir?
Ses03M_impro01_F003,neu,No.  You filled out the back part.  You were supposed to fill out the front portion only.
Ses03M_impro01_F022,ang,Okay.  I'm going to call security. Security!
Ses03M_impro01_F025,ang,"This entire time you're fighting with me sir, you could've finished the form and already been half way-- No.  Get out."
Ses03M_impro01_M004,ang,What are you talking about?  It says fill out that part.
Ses03M_impro01_M011,ang,I'm not going anywhere.  I'm staying right here.
Ses03M_impro01_M012,ang,"Hey,uh-- Well that's too bad cause I'm getting my license right now."
Ses03M_impro01_M014,ang,"Hey, no, give me that back."
Ses03M_impro01_M015,ang,-- No.  I'm not waiting...I'm not coming back again.  I don't have time to come back five days.
Ses03M_impro01_M017,ang,Yes I will.  I'll have this [GARBAGE]
Ses03M_impro01_M019,ang,Fine.  Call your supervisor.  Ask supervisor over
Ses03M_impro01_M023,ang,No.  I'm not going anywhere.  I'm staying here-- I am filling out right now okay just calm down. I'm filling out right now-- Just take the god damn piece of paper.
Ses03M_impro01_M028,ang,I did finish one.  Take it.
Ses03M_impro01_M029,ang,What is wrong with you?
Ses03M_impro06_F000,sad,How's it going?  How are you feeling?
Ses03M_impro06_F001,sad,Hanging in there?
Ses03M_impro06_F002,sad,So sad.
Ses03M_impro06_F003,sad,Yeah.
Ses03M_impro06_F004,sad,You guys were real close huh?
Ses03M_impro06_F005,sad,I'm so sorry.
Ses03M_impro06_F007,sad,What happened?  What went wrong?
Ses03M_impro06_F008,sad,Oh man.
Ses03M_impro06_F009,sad,How are they?
Ses03M_impro06_F010,sad,Yeah.  Like I mean if you need anyone to talk to or anything I'm here for you okay?
Ses03M_impro06_F011,sad,We're all here for you.
Ses03M_impro06_F012,sad,I know.
Ses03M_impro06_F013,sad,just things happen in life and you just...there's just no explanation you know?  We just don't...
Ses03M_impro06_F014,sad,Yeah.
Ses03M_impro06_F015,sad,I'm so sorry.
Ses03M_impro06_F016,sad,"Well now you can follow his footsteps, you know?  Carry out what he wanted to do."
Ses03M_impro06_F017,sad,Well sure you could.
Ses03M_impro06_F018,sad,Yeah.
Ses03M_impro06_F019,sad,I would've loved to.
Ses03M_impro06_F020,sad,Now I can't.
Ses03M_impro06_M000,sad,I ah--
Ses03M_impro06_M001,sad,alright.
Ses03M_impro06_M002,sad,Yeah.
Ses03M_impro06_M003,sad,It just feels like I was talking to him yesterday.
Ses03M_impro06_M004,sad,He was my only friend growing up.
Ses03M_impro06_M005,sad,no one else would talk to me but he would.
Ses03M_impro06_M006,sad,He was supposed to be the best man at my wedding.
Ses03M_impro06_M007,sad,Yeah.
Ses03M_impro06_M008,sad,You know I was always the one to tell him to be more wild you know?
Ses03M_impro06_M009,sad,And he just took it overboard.
Ses03M_impro06_M010,sad,You know a stupid case of drunk driving it's just...
Ses03M_impro06_M011,sad,"and the worst part of it is that he was in the car with his girlfriend,"
Ses03M_impro06_M012,sad,his girlfriend got killed too.
Ses03M_impro06_M013,sad,And the car that he hit was his family.
Ses03M_impro06_M014,sad,The mother and father died--
Ses03M_impro06_M015,sad,and the kids are paralyzed in a coma right now.
Ses03M_impro06_M016,sad,and just going to the funeral it's-
Ses03M_impro06_M017,sad,"-do I miss him or do I hate him, you know?"
Ses03M_impro06_M018,sad,I was supposed to see him last summer
Ses03M_impro06_M019,sad,then I got busy with work and stuff and three years go by
Ses03M_impro06_M020,sad,and then something like this happens you know?
Ses03M_impro06_M021,sad,I mean I haven't even talked to him on the phone for the past three months.
Ses03M_impro06_M022,sad,He's supposed to be my best friend.
Ses03M_impro06_M023,sad,It's so fucked up.
Ses03M_impro06_M024,sad,Why is that?
Ses03M_impro06_M025,sad,He was studying to be a doctor.
Ses03M_impro06_M026,sad,"I mean he was...he wanted to help people in poor countries, that is his goal.  He didn't care about the money.  He just wanted to go and help people."
Ses03M_impro06_M027,sad,What the...what am I doing?
Ses03M_impro06_M028,sad,Working for corporate America?  Wow.
Ses03M_impro06_M029,sad,He actually wanted to do something.
Ses03M_impro06_M030,sad,I can't do that.
Ses03M_impro06_M031,sad,You should've met him.
Ses03M_impro06_M032,sad,He is the greatest...everyone liked him.
Ses03F_impro01_F002,neu,What's wrong?
Ses03F_impro01_M001,neu,"Oh, um-"
Ses03F_impro01_M002,neu,"You didn't fill this out right. All right. It says that you have to fill out the back sheet of this, but you filled out the yellow sheet of it."
Ses03F_impro01_M003,neu,Who?
Ses03F_impro01_M004,neu,She- she probably doesn't even work here.
Ses03F_impro01_M005,neu,All right  Uh-
Ses03M_script02_2_F000,ang,About what?
Ses03M_script02_2_F001,ang,It's ridiculous.
Ses03M_script02_2_F002,ang,"It's PR.  I mean, somebody sold you a good bill about this wonderful event that going to happen on the beach."
Ses03M_script02_2_F003,ang,"Yeah.  Everyone else was sold the same thing.  I mean, look, it keeps us excited, it keeps us coming back for more and you know, keeps us thinking life's going to start any minute now."
Ses03M_script02_2_F004,ang,"Look, I'm sorry but it's still just fish to me."
Ses03M_script02_2_F009,ang,Okay.  Twice is as many times as we've tried and that's ever.
Ses03M_script02_2_F011,ang,"Augie, god dammit, don't ask me that.  You always ask me that.  I hate it when you ask me that.  It's insulting."
Ses03M_script02_2_F013,ang,"Listen, I've waiting my entire life on this beach just standing there waiting for this fish to show up and these fish never show up."
Ses03M_script02_2_F016,ang,"No we won't.  I mean, God, this isn't about the fish Augie."
Ses03M_script02_2_F018,sad,We thought I was pregnant.
Ses03M_script02_2_F023,sad,I'd rather not remember something...
Ses03M_script02_2_F024,sad,Rather not hope for something.
Ses03M_script02_2_F025,sad,No.
Ses03M_script02_2_F031,ang,I want things to turn out the way that they're supposed to be.
Ses03M_script02_2_F033,ang,Cause everything isn't anything like I thought it would be.
Ses03M_script02_2_F034,sad,This is just this.  You know?  I mean it's a lot and everything but it isn't somewhere else.  Do you know what I'm trying to say?
Ses03M_script02_2_F035,sad,I know you are Augie.  I know you wanted this evening to be nice.
Ses03M_script02_2_F036,sad,I can't help thinking about being somewhere else.
Ses03M_script02_2_F037,sad,I didn't say that.
Ses03M_script02_2_F038,sad,"Augie, whatever I'm doing I'd rather be doing with you."
Ses03M_script02_2_F040,sad,If anybody wants to be with anybody else it's probably you.  Probably somebody who enjoys herself a little more and is not so hard.
Ses03M_script02_2_F041,sad,"Well, I guess this is the wrong spot for the right people."
Ses03M_script02_2_F042,hap,Yeah.  I noticed that.  It's real pretty on the water.
Ses03M_script02_2_F044,hap,Oh you brought refreshments.
Ses03M_script02_2_F046,hap,No I'm beginning to think you might be right.
Ses03M_script02_2_F047,hap,I think this may be the place for us after all.
Ses03M_script02_2_F048,hap,I am sorry Augie.
Ses03M_script02_2_F049,hap,Or not.
Ses03M_script02_2_M014,neu,"Well, we're going to see it."
Ses03M_script02_2_M017,neu,"Let's see I took a shower, you were watching the news, you said hey, hey the Grunions are running tonight and I said great let's go, I feel lucky tonight."
Ses03M_script02_2_M019,neu,Wait a minute.  I've got it.
Ses03M_script02_2_M020,neu,It was in the car right?  Driving past the Knickerbocker Liquor Locker...
Ses03M_script02_2_M021,neu,And you said let's get some champagne and I said time's a wasting or something like that.
Ses03M_script02_2_M022,neu,You want this to be like the other time right?  That's it right?
Ses03M_script02_2_M028,ang,Welcome to the human race.
Ses03M_script02_2_M029,ang,Do you think that this is what I had in mind?  That four years down the line that we'd get married and come to the beach and argue with each other over fish?  No.
Ses03M_script02_2_M030,ang,I was just like you.  I thought it was going to be all peaches and roses and everything great and the sand in our toes and the wind in our hair and the fish will always come and the bills will pay themselves and we'd have three big fat rosy kids...
Ses03M_script02_2_M031,ang,...and you know?  Baby the jokes on us.  Because you know what you get?  Do you know what you get Carla?  You get this.
Ses03M_script02_2_M032,ang,Yes it is.
Ses03M_script02_2_M033,ang,Right.
Ses03M_script02_2_M036,sad,Maybe if you were with someone else too.
Ses03M_script02_2_M037,sad,I know.  But I know I don't make you happy.
Ses03M_script02_2_M041,hap,I mean look at the view of the moon we got from here.
Ses03M_script02_2_M042,hap,"Hey, look what we got here."
Ses03M_script02_2_M045,hap,Shh.  If we're very quiet the fish might come.
Ses03M_script02_2_M046,hap,Or not.
Ses03F_script03_2_F004,neu,"Just a little perhaps, but it was nothing serious."
Ses03F_script03_2_F008,neu,"Well, it's true."
Ses03F_script03_2_F013,neu,It's become a habit with you.
Ses03F_script03_2_F014,ang,Don't be so stupid.
Ses03F_script03_2_F015,ang,What?
Ses03F_script03_2_F017,neu,"It's a woman's job to allure the man. Watch me, won't you, a minute?"
Ses03F_script03_2_F018,ang,"No, it isn't."
Ses03F_script03_2_F023,ang,"I don't care. I don't care, do you understand? I don't care if they bark, if they roll over on the floor like hoops."
Ses03F_script03_2_F026,ang,You are quite insufferable. I suppose it's because you're drunk.
Ses03F_script03_2_F035,ang,Turn it on.
Ses03F_script03_2_F037,ang,I will not. Go away. Go away. I hate you.
Ses03F_script03_2_F038,ang,"Listen, indeed. No, no, no, no. I am sick and tired of listening to you, you sadistic bully."
Ses03F_script03_2_F039,ang,"Stop it, stop it, I hate you, I loath you, you are overbearing and conceited and utterly impossible."
Ses03F_script03_2_F040,ang,This is the end. Do you hear? The end. Now and forever.
Ses03F_script03_2_F041,ang,"Oh, yes I am."
Ses03F_script03_2_F042,ang,"Yes I am. Let go of me. I hate you and I loath you. God, I can't believe I just finally realized how you are. I am never marry you. Never. Never, never, never. I would rather die in torment."
Ses03F_script03_2_F043,ang,"Beast or brute cad, swine beast beast brute."
Ses03F_script03_2_M000,ang,"As a matter of fact, the real cause of that row was Peter Burden."
Ses03F_script03_2_M001,ang,I knew nothing of the sort. You took presents from him.
Ses03F_script03_2_M002,ang,I remember it well. Bristling with diamonds. In the worst possible taste.
Ses03F_script03_2_M005,ang,You let him kiss you. You said so.
Ses03F_script03_2_M007,ang,What about me?
Ses03F_script03_2_M008,ang,"That's a nice point of view, I must say."
Ses03F_script03_2_M009,neu,Are you bored with this conversation?
Ses03F_script03_2_M010,neu,So am I. Bored stiff. Want some brandy?
Ses03F_script03_2_M011,neu,"I'll have a little, I think."
Ses03F_script03_2_M012,neu,"No particular reason. Anyhow, they were very small ones."
Ses03F_script03_2_M014,ang,You needn't be so grand just because you don't happen to want some yourself at the moment.
Ses03F_script03_2_M015,ang,"Really, Amanda."
Ses03F_script03_2_M016,ang,Nothing.
Ses03F_script03_2_M017,ang,"Going somewhere, dear?"
Ses03F_script03_2_M020,ang,"Yes, it is."
Ses03F_script03_2_M024,ang,They snap.
Ses03F_script03_2_M026,ang,did you see much of Peter Burden after our divorce?
Ses03F_script03_2_M027,ang,"I imagine that you let him kiss you quite a bit more then, didn't you?"
Ses03F_script03_2_M028,ang,You had a riotous-must have had a riotous time. No restraint at all. Very enjoyable. You never had much anyhow.
Ses03F_script03_2_M029,ang,I'm not in the least bit drunk.
Ses03F_script03_2_M030,ang,"Okay. As I mentioned before, I said I had three very minute liquor glasses. That's hardly enough to get a child of two drunk."
Ses03F_script03_2_M034,ang,"Well, I suppose the people downstairs then."
Ses03F_script03_2_M035,neu,This is no time of the year for Tunis.
Ses03F_script03_2_M038,ang,Turn it off.
Ses03F_script03_2_M039,ang,"Oh, very amusing, indeed. Amanda, listen-"
Ses03F_script03_2_M040,ang,Very amusing indeed.
Ses03F_script03_2_M041,ang,"You know, you're a vile, ill-tempered, wicked little beast and I hope that I never see you again as long as I live."
Ses03F_script03_2_M042,ang,"No, you're not going out like this. No you're not."
Ses03F_script03_2_M043,ang,"Oh, shut up. Shut up. Shut up."
Ses03F_script03_2_M044,ang,"I wouldn't marry you again if you came back crawling to me on your hands and knees because you're vile. You're a mean, evil-minded little vampire and I hope to God I never set eyes on you again."
Ses03M_impro08b_F005,ang,"Yeah, yeah, yeah you better be sorry."
Ses03M_impro08b_F006,ang,No I did not drop my phone in water.  I'm not five years old and just dropped my phone anywhere I see it.  Okay this is my business.
Ses03M_impro08b_F021,neu,"Alright. Well-  I guess - I guess that's okay but,"
Ses03M_impro08b_F023,neu,Okay.
Ses03M_impro08b_F024,neu,Alright Thanks.
Ses03M_impro08b_M000,neu,Hello?
Ses03M_impro08b_M001,neu,I'm sorry ma'am.  What's the nature of your problem?  But first can I get you to tell me your first and last name?
Ses03M_impro08b_M002,neu,I know I just need to verify every time.  I'm sorry.
Ses03M_impro08b_M003,neu,Alright Ms. Brown what's the nature of your problem?
Ses03M_impro08b_M004,neu,Oh.  I'm sorry. Um- Did you drop it in water?
Ses03M_impro08b_M005,neu,"Um- well it's probably easy.  Can you any more symptoms either you're not receiving calls----ok, you're not receiving calls, not getting calls."
Ses03M_impro08b_M006,neu,Is the phone turned on?
Ses03M_impro08b_M007,neu,"Well, um- okay.  Your sim card is in- didn't fall out-"
Ses03M_impro08b_M008,neu,Alright.  Um- Well that could be the problem. cause--
Ses03M_impro08b_M009,neu,you might have an older phone where we would use sim cards but probably not.
Ses03M_impro08b_M010,neu,Okay.  How about this we'll send you a brand new camera phone with palm pilot-- and-
Ses03M_impro08b_M011,neu,"So we'll send it- And we'll give you, how about a free year's service?"
Ses03M_impro08b_M012,neu,Tell them my name.  My name is Brent Backersen.
Ses03M_impro08b_M013,neu,Okay.  Tell them my - my ID number is two one three five.
Ses03M_impro08b_M014,neu,"Tell them that.  You can go in, get a brand new phone, they'll hook you up with service even give you a free three months--"
Ses03M_impro08b_M015,neu,It will be free.  No contract okay?
Ses03M_impro08b_M016,neu,"Go in there, yeah, go in there.  Tell them Brent Backersen sent you."
Ses03M_impro08b_M017,neu,"the top of the line camera phone, game boy, anything you want. For free. And palm pilot."
Ses03M_impro08b_M018,neu,They might only have orange.
Ses03M_impro08b_M019,neu,"Okay.  They can figure out pink for you.  So go in there and just tell them that and they'll hook you up with other goodies, stuff like that free service, no contract, no nothing.  Just for being a good customer"
Ses03M_impro08b_M020,neu,and battling through with us.
Ses03M_impro08b_M021,neu,Yes.  You just tell them Brent Backersen sent you.
Ses03M_impro08b_M022,neu,Alright?  Great.  Have a nice evening.
Ses03M_script03_2_F000,neu,"Oh, come on, you knew there was nothing in that."
Ses03M_script03_2_F001,ang,Presents?  A trivial little broach.
Ses03M_script03_2_F003,neu,No I didn't.  You made up the whole thing in your jealous imagination.
Ses03M_script03_2_F004,neu,Just a little perhaps but nothing serious.
Ses03M_script03_2_F006,neu,"Well it didn't harm him, in fact, it pleasured him a lot and it didn't hurt me."
Ses03M_script03_2_F010,ang,I don't know why you want it.  You've already had two glasses.
Ses03M_script03_2_F011,ang,I don't see what you have to go on and on with this kind of thing.
Ses03M_script03_2_F012,neu,It's become a habit with you.
Ses03M_script03_2_F014,ang,What?
Ses03M_script03_2_F016,neu,"No, just making myself beautiful for you."
Ses03M_script03_2_F017,neu,That's the woman's job to lure the man.  Watch me a moment won't you?
Ses03M_script03_2_F024,ang,"Adders don't snap, they sting."
Ses03M_script03_2_F025,ang,They sting.
Ses03M_script03_2_F028,ang,Mind your business.
Ses03M_script03_2_F029,ang,You're quite insufferable.  I expect it's because you're drunk.
Ses03M_script03_2_F030,ang,You've always had a weak head.
Ses03M_script03_2_F031,ang,"On the contrary, a child of two can get violently drunk off just one glass of brandy."
Ses03M_script03_2_F032,ang,Shut up.
Ses03M_script03_2_F033,ang,"Not very funny dear.  In fact, maybe you better have some more brandy."
Ses03M_script03_2_F036,neu,They are away in Tunis.
Ses03M_script03_2_F038,ang,Very well.  If you insist on being a boorish and idiotic.
Ses03M_script03_2_F039,ang,You are far too temperamental.  Try to control yourself.
Ses03M_script03_2_F040,ang,Go away.  Go away.  I hate you.
Ses03M_script03_2_F041,ang,"I hate you.  Listen I'm sick and tired of listening to you, you sadistic bully."
Ses03M_script03_2_F042,ang,"This is the end.  Understand?  This is the end, here and now, forever and always."
Ses03M_script03_2_F043,ang,"Oh, yes I am. Yes I am and you can't stop me."
Ses03M_script03_2_F044,ang,"Listen, you're a cruel fiend and I hate, loathe you.  Thank God finally, finally thank God I've realized just how horrible you are--and marry you?  Marry you?  Never. I will never marry you.  I will die die in torment-"
Ses03M_script03_2_F045,ang,Beast. Brute. Cad. Swine. Beast. Beast. Brute. Devil. Sorry.
Ses03M_script03_2_M000,neu,Yes.  The real cause of that rile was Peter Burden.
Ses03M_script03_2_M003,ang,You went out of your way to torture me over Peter Burden.
Ses03M_script03_2_M004,ang,You must admit he was in love with you.
Ses03M_script03_2_M005,ang,You let him kiss you. You said so.  What of it?
Ses03M_script03_2_M006,ang,And what about me?
Ses03M_script03_2_M007,ang,"Oh, that's a nice point of view I must say."
Ses03M_script03_2_M008,ang,"Yeah, so am I.  Bored stiff."
Ses03M_script03_2_M009,neu,You want some brandy?
Ses03M_script03_2_M010,neu,I'll have a little I think.
Ses03M_script03_2_M011,ang,No particular reason.  Anyhow they were very small ones.
Ses03M_script03_2_M012,ang,Oh my...just because I just...okay...
Ses03M_script03_2_M014,ang,You needn't be so grand just because you don't happen to want any yourself at the moment.
Ses03M_script03_2_M019,neu,Actually that's perfectly true.
Ses03M_script03_2_M020,neu,Yes it is.
Ses03M_script03_2_M021,neu,I think that
Ses03M_script03_2_M029,ang,I'm not in the least bit drunk.
Ses03M_script03_2_M030,ang,"Okay, like I mentioned before I had three very small, minute liquor glasses of brandy.  That's not even enough to get a child of two drunk."
Ses03M_script03_2_M031,ang,"Oh, what an interesting topic.  What about a child of four and a child of six?  A child of nine?"
Ses03M_script03_2_M032,ang,We might be able to bring up a splendid little debate about this intemperate tots.
Ses03M_script03_2_M033,ang,"Oh, thanks.  I think I will."
Ses03M_script03_2_M034,ang,You better turn that off.
Ses03M_script03_2_M038,ang,No I'll do no such thing.
Ses03M_script03_2_M039,ang,"Come on, turn it off.  It's driving me mad."
Ses03M_script03_2_M040,ang,Turn it--Turn it off.
Ses03M_script03_2_M041,ang,Very amusing indeed.
Ses03M_script03_2_M042,ang,"You know what?  You're a vile, little, evil-minded, little, wicked beast and I never want to see you again."
Ses03M_script03_2_M043,ang,You're not going nowhere. No you're not.
Ses03M_script03_2_M044,ang,Just shut up.
Ses03M_script03_2_M045,ang,shut up. shut up.  I would-I would never marry you again if you came crawling back to me on your hands and knees because you're an evil-minded little vampire and I hope to God I never see you again.
Ses03M_script03_2_M046,ang,Oh.
Ses03F_impro02_F000,neu,"How's it going, babe?"
Ses03F_impro02_F001,neu,Yeah?
Ses03F_impro02_F008,sad,And Uh- Yeah. Uh- They're going to need um- more nurses on call for uh- to go overseas to help out with the war.
Ses03F_impro02_F010,sad,yeah.
Ses03F_impro02_F011,sad,It's going- It's going to be probably in about three weeks.
Ses03F_impro02_F012,sad,yeah
Ses03F_impro02_F015,sad,"Yeah, and uh--"
Ses03F_impro02_F018,sad,"Honey, I'm going to come back. It's not like that."
Ses03F_impro02_F019,sad,But it- it is for a year.
Ses03F_impro02_F020,sad,"Babe, I'm sorry. But I don't want to do."
Ses03F_impro02_F021,sad,"You know as much as -as much as me that I-I want to stay here with you and Amy so bad, but I can't."
Ses03F_impro02_F023,sad,"Babe, I love you."
Ses03F_impro02_F024,sad,"But she has you. I mean, that's what you're there for. You're my right-hand man."
Ses03F_impro02_F025,sad,It's going to be okay.
Ses03F_impro02_F026,sad,"No, I have to go."
Ses03F_impro02_F027,sad,"Wait, you can write me and as you know, send me pictures."
Ses03F_impro02_F028,sad,What do you mean?
Ses03F_impro02_F029,sad,"Look, I need you to be strong for me. 'Cause I can't be the only one that's strong right now, really, I--"
Ses03F_impro02_F031,sad,"and if we survive, if we survive that then babe, you know you know we could survive any--"
Ses03F_impro02_F032,sad,I will come back.
Ses03F_impro02_F034,sad,we'll have all the money that we ever needed.
Ses03F_impro02_F035,sad,And- And then I'll stop working and- I'll stay home with the baby.
Ses03F_impro02_F036,sad,It's all I ever knew how to do. I can't quit now.
Ses03F_impro02_F037,sad,"Well, we- we tell her mommy's going on va- on a trip for for- a while."
Ses03F_impro02_F038,sad,Don't do that to me.
Ses03F_impro02_F039,sad,"It's hard enough already, Brian, I can't."
Ses03F_impro02_F040,sad,I know.
Ses03F_impro02_F041,sad,"I didn't expect this to happen. I never planned for this. Some things you just don't plan for, you know."
Ses03F_impro02_F042,sad,"I'm sorry, babe."
Ses03F_impro02_F043,sad,I'm so sorry.
Ses03F_impro02_M000,neu,All right.
Ses03F_impro02_M001,hap,She's doing fine. She just took her first steps today actually. I videotaped it for you so you can watch it.
Ses03F_impro02_M007,ang,"I can't- No, I can't do this alone."
Ses03F_impro02_M014,sad,I have to work.
Ses03F_impro02_M016,sad,You can't leave your daughter alone like this.
Ses03F_impro02_M017,sad,You can't postpone it?
Ses03F_impro02_M018,sad,I don't know if I can handle you going another year.
Ses03F_impro02_M019,sad,I don't know if I- if I could take it.
Ses03F_impro02_M020,sad,I can't be that strong. A whole year.
Ses03F_impro02_M021,sad,"me, oh my god."
Ses03F_impro02_M024,sad,It doesn't look very good.
Ses03F_impro02_M025,sad,I don't want the money. I want-you here
Ses03F_impro02_M027,ang,If your life is going to be in danger and this family is going to be in danger we don't need the job. We'll find the money.
Ses03F_impro02_M028,sad,How are we supposed to tell Amy? How's she supposed to understand that?
Ses03F_impro02_M029,sad,"How is she going to feel the first year in school, no mom."
Ses03F_impro02_M031,sad,"All right, then."
Ses03F_impro04_F002,sad,"I just, I see all these other people getting commercials and work and it's like I'm not getting anything."
Ses03F_impro04_F022,sad,it's not funny. I just don't know what I'm going to do.
Ses03F_impro04_F023,sad,"Yeah, I guess I could."
Ses03F_impro04_F024,sad,Yeah
Ses03F_impro04_M000,neu,"Hey, you just got to keep on going."
Ses03F_impro04_M001,neu,"No, don't think like that."
Ses03F_impro04_M002,neu,Russel Crowe wasn't forty until he got his big stuff.
Ses03F_impro04_M003,neu,"If you really want to do it-I mean,"
Ses03F_impro04_M004,neu,you got to do.
Ses03F_impro04_M005,neu,You could. You could. We just--
Ses03F_impro04_M006,neu,we're just pooling our funds together.
Ses03F_impro04_M007,neu,You don't owe me anything.
Ses03F_impro04_M008,neu,"You are, you're going to class, you're learning, you're getting better. When you finally get that role you're going to be prepared."
Ses03F_impro04_M009,neu,"Oh my God, Anna, you're still young. Don't even think about that."
Ses03F_impro04_M010,neu,"You're only twenty five, okay? Some people don't start until they're thirty five."
Ses03F_impro04_M011,neu,Yeah.
Ses03F_impro04_M012,neu,What would you do- What would you do if you didn't? You can go to law school.
Ses03F_impro04_M013,neu,See? So you can't just quit now.
Ses03F_impro04_M014,neu,Have you been going to auditions and stuff?
Ses03F_impro04_M015,neu,How's the job? Still waiting tables at Denny's?
Ses03F_impro04_M016,neu,"Well, they tip well."
Ses03F_impro04_M017,neu,Maybe you could start teaching. I don't know.
Ses03F_impro04_M018,neu,"Go back to school. You know? Another three more years, get your master's."
Ses03F_impro04_M019,neu,"Close to thirty. Oof, it's going to be tough."
Ses03F_impro08_F000,neu,"Hello sir, can I help you?"
Ses03F_impro08_F001,neu,I [GARBAGE]
Ses03F_impro08_F002,neu,"Yes, sir, I'm very sorry, but we've had some trouble here.  There's been a lot of calls and the system has-"
Ses03F_impro08_F003,neu,"Sir, please calm down.  There's no reason to use profanity like that.  It's not-"
Ses03F_impro08_F004,neu,"Okay, and this is for Verizon? Your provider?"
Ses03F_impro08_F005,neu,"Well, um- we have a little problem with the system going on.  One of our satellites is down, and I-"
Ses03F_impro08_F006,neu,"You're going to have to just be patient with us, sir, as we"
Ses03F_impro08_F007,neu,"Well, I know sir, and we all are busy."
Ses03F_impro08_F008,neu,But I'm going to definitely have to- uh--get your contact information
Ses03F_impro08_F009,neu,"Okay, well, if you would like, um- we will be turning on the systems in probably about ten hours."
Ses03F_impro08_F010,neu,"Sir, I'm very sorry, but this is the way it is.  This- We have no control over it.  It's going to take-  -but you have to be patient with us.  You can use a calling card.  We will give you a free calling card to use."
Ses03F_impro08_F011,neu,"Do you have a land line, sir?"
Ses03F_impro08_F012,neu,"Okay, well, we will send you- We will reimburse you for the amount of minutes that you-"
Ses03F_impro08_F013,neu,-on average would use.
Ses03F_impro08_F014,neu,"And we will probably send you a calling card.  I'm very sorry.  You're just going to have to be patient, sir."
